record_id,student_id,department,subject_scores,attendance_rate
65,65,Science,"{""Term_1"": {""Mathematics"": 70, ""English"": 67, ""Physics"": 83, ""Chemistry"": 96, ""Yoruba"": 52, ""Computer Science"": 62, ""Further Mathematics"": 65, ""Agricultural Science"": 62, ""Data Processing"": 54}, ""Term_2"": {""Mathematics"": 69, ""English"": 70, ""Physics"": 61, ""Chemistry"": 84, ""Yoruba"": 64, ""Computer Science"": 100, ""Further Mathematics"": 52, ""Agricultural Science"": 57, ""Data Processing"": 52}, ""Term_3"": {""Mathematics"": 62, ""English"": 56, ""Physics"": 52, ""Chemistry"": 50, ""Yoruba"": 96, ""Computer Science"": 56, ""Further Mathematics"": 84, ""Agricultural Science"": 66, ""Data Processing"": 52}, ""Term_4"": {""Mathematics"": 98, ""English"": 90, ""Physics"": 93, ""Chemistry"": 72, ""Yoruba"": 89, ""Computer Science"": 59, ""Further Mathematics"": 87, ""Agricultural Science"": 96, ""Data Processing"": 64}, ""Term_5"": {""Mathematics"": 82, ""English"": 88, ""Physics"": 59, ""Chemistry"": 66, ""Yoruba"": 59, ""Computer Science"": 80, ""Further Mathematics"": 63, ""Agricultural Science"": 70, ""Data Processing"": 54}, ""Term_6"": {""Mathematics"": 66, ""English"": 60, ""Physics"": 62, ""Chemistry"": 97, ""Yoruba"": 85, ""Computer Science"": 57, ""Further Mathematics"": 86, ""Agricultural Science"": 63, ""Data Processing"": 68}, ""Term_7"": {""Mathematics"": 66, ""English"": 53, ""Physics"": 54, ""Chemistry"": 69, ""Yoruba"": 85, ""Computer Science"": 51, ""Further Mathematics"": 71, ""Agricultural Science"": 59, ""Data Processing"": 58}, ""Term_8"": {""Mathematics"": 77, ""English"": 63, ""Physics"": 61, ""Chemistry"": 70, ""Yoruba"": 69, ""Computer Science"": 55, ""Further Mathematics"": 69, ""Agricultural Science"": 59, ""Data Processing"": 59}}",77.36
66,66,Science,"{""Term_1"": {""Mathematics"": 34, ""English"": 41, ""Physics"": 31, ""Chemistry"": 44, ""Civic Education"": 52, ""Economics"": 53, ""Agricultural Science"": 31, ""Data Processing"": 63}, ""Term_2"": {""Mathematics"": 40, ""English"": 36, ""Physics"": 48, ""Chemistry"": 37, ""Civic Education"": 49, ""Economics"": 36, ""Agricultural Science"": 44, ""Data Processing"": 50}, ""Term_3"": {""Mathematics"": 48, ""English"": 42, ""Physics"": 45, ""Chemistry"": 46, ""Civic Education"": 45, ""Economics"": 37, ""Agricultural Science"": 45, ""Data Processing"": 54}, ""Term_4"": {""Mathematics"": 46, ""English"": 30, ""Physics"": 48, ""Chemistry"": 31, ""Civic Education"": 45, ""Economics"": 34, ""Agricultural Science"": 43, ""Data Processing"": 58}, ""Term_5"": {""Mathematics"": 50, ""English"": 48, ""Physics"": 39, ""Chemistry"": 44, ""Civic Education"": 31, ""Economics"": 43, ""Agricultural Science"": 40, ""Data Processing"": 69}, ""Term_6"": {""Mathematics"": 46, ""English"": 47, ""Physics"": 36, ""Chemistry"": 41, ""Civic Education"": 39, ""Economics"": 37, ""Agricultural Science"": 48, ""Data Processing"": 55}, ""Term_7"": {""Mathematics"": 45, ""English"": 46, ""Physics"": 42, ""Chemistry"": 39, ""Civic Education"": 32, ""Economics"": 39, ""Agricultural Science"": 42, ""Data Processing"": 51}, ""Term_8"": {""Mathematics"": 46, ""English"": 39, ""Physics"": 38, ""Chemistry"": 37, ""Civic Education"": 40, ""Economics"": 39, ""Agricultural Science"": 44, ""Data Processing"": 50}}",97.64
67,67,Science,"{""Term_1"": {""Mathematics"": 45, ""English"": 40, ""Physics"": 35, ""Chemistry"": 39, ""Biology"": 40, ""Agricultural Science"": 41, ""Further Mathematics"": 40, ""Economics"": 50, ""Data Processing"": 66}, ""Term_2"": {""Mathematics"": 31, ""English"": 44, ""Physics"": 51, ""Chemistry"": 49, ""Biology"": 54, ""Agricultural Science"": 30, ""Further Mathematics"": 41, ""Economics"": 44, ""Data Processing"": 56}, ""Term_3"": {""Mathematics"": 44, ""English"": 33, ""Physics"": 43, ""Chemistry"": 31, ""Biology"": 43, ""Agricultural Science"": 50, ""Further Mathematics"": 41, ""Economics"": 45, ""Data Processing"": 70}, ""Term_4"": {""Mathematics"": 39, ""English"": 38, ""Physics"": 33, ""Chemistry"": 45, ""Biology"": 32, ""Agricultural Science"": 39, ""Further Mathematics"": 45, ""Economics"": 44, ""Data Processing"": 69}, ""Term_5"": {""Mathematics"": 30, ""English"": 49, ""Physics"": 44, ""Chemistry"": 34, ""Biology"": 40, ""Agricultural Science"": 34, ""Further Mathematics"": 43, ""Economics"": 34, ""Data Processing"": 69}, ""Term_6"": {""Mathematics"": 32, ""English"": 41, ""Physics"": 47, ""Chemistry"": 36, ""Biology"": 48, ""Agricultural Science"": 45, ""Further Mathematics"": 54, ""Economics"": 40, ""Data Processing"": 69}, ""Term_7"": {""Mathematics"": 35, ""English"": 39, ""Physics"": 44, ""Chemistry"": 53, ""Biology"": 35, ""Agricultural Science"": 30, ""Further Mathematics"": 47, ""Economics"": 49, ""Data Processing"": 53}, ""Term_8"": {""Mathematics"": 39, ""English"": 37, ""Physics"": 42, ""Chemistry"": 59, ""Biology"": 47, ""Agricultural Science"": 40, ""Further Mathematics"": 37, ""Economics"": 44, ""Data Processing"": 69}}",76.0
68,68,Science,"{""Term_1"": {""Mathematics"": 50, ""English"": 64, ""Physics"": 83, ""Chemistry"": 56, ""Yoruba"": 61, ""Visual Art"": 68, ""Data Processing"": 68, ""Fisheries"": 95, ""Economics"": 56}, ""Term_2"": {""Mathematics"": 60, ""English"": 64, ""Physics"": 53, ""Chemistry"": 60, ""Yoruba"": 81, ""Visual Art"": 56, ""Data Processing"": 50, ""Fisheries"": 55, ""Economics"": 63}, ""Term_3"": {""Mathematics"": 68, ""English"": 59, ""Physics"": 54, ""Chemistry"": 64, ""Yoruba"": 54, ""Visual Art"": 97, ""Data Processing"": 50, ""Fisheries"": 58, ""Economics"": 57}, ""Term_4"": {""Mathematics"": 65, ""English"": 61, ""Physics"": 74, ""Chemistry"": 76, ""Yoruba"": 67, ""Visual Art"": 52, ""Data Processing"": 53, ""Fisheries"": 57, ""Economics"": 61}, ""Term_5"": {""Mathematics"": 68, ""English"": 81, ""Physics"": 63, ""Chemistry"": 99, ""Yoruba"": 62, ""Visual Art"": 63, ""Data Processing"": 55, ""Fisheries"": 85, ""Economics"": 73}, ""Term_6"": {""Mathematics"": 99, ""English"": 58, ""Physics"": 54, ""Chemistry"": 69, ""Yoruba"": 55, ""Visual Art"": 59, ""Data Processing"": 58, ""Fisheries"": 52, ""Economics"": 70}, ""Term_7"": {""Mathematics"": 86, ""English"": 80, ""Physics"": 100, ""Chemistry"": 92, ""Yoruba"": 55, ""Visual Art"": 54, ""Data Processing"": 69, ""Fisheries"": 69, ""Economics"": 54}, ""Term_8"": {""Mathematics"": 84, ""English"": 94, ""Physics"": 86, ""Chemistry"": 99, ""Yoruba"": 52, ""Visual Art"": 86, ""Data Processing"": 60, ""Fisheries"": 55, ""Economics"": 54}}",99.31
69,69,Science,"{""Term_1"": {""Mathematics"": 30, ""English"": 35, ""Physics"": 51, ""Chemistry"": 44, ""Economics"": 32, ""Biology"": 42, ""Data Processing"": 66, ""Visual Art"": 55, ""Fisheries"": 49}, ""Term_2"": {""Mathematics"": 43, ""English"": 35, ""Physics"": 34, ""Chemistry"": 46, ""Economics"": 52, ""Biology"": 45, ""Data Processing"": 67, ""Visual Art"": 39, ""Fisheries"": 48}, ""Term_3"": {""Mathematics"": 40, ""English"": 38, ""Physics"": 30, ""Chemistry"": 39, ""Economics"": 49, ""Biology"": 42, ""Data Processing"": 57, ""Visual Art"": 36, ""Fisheries"": 44}, ""Term_4"": {""Mathematics"": 40, ""English"": 32, ""Physics"": 42, ""Chemistry"": 42, ""Economics"": 36, ""Biology"": 37, ""Data Processing"": 67, ""Visual Art"": 40, ""Fisheries"": 42}, ""Term_5"": {""Mathematics"": 35, ""English"": 30, ""Physics"": 48, ""Chemistry"": 33, ""Economics"": 44, ""Biology"": 49, ""Data Processing"": 70, ""Visual Art"": 30, ""Fisheries"": 36}, ""Term_6"": {""Mathematics"": 35, ""English"": 42, ""Physics"": 32, ""Chemistry"": 35, ""Economics"": 48, ""Biology"": 43, ""Data Processing"": 70, ""Visual Art"": 45, ""Fisheries"": 38}, ""Term_7"": {""Mathematics"": 35, ""English"": 37, ""Physics"": 39, ""Chemistry"": 41, ""Economics"": 40, ""Biology"": 37, ""Data Processing"": 62, ""Visual Art"": 50, ""Fisheries"": 30}, ""Term_8"": {""Mathematics"": 30, ""English"": 48, ""Physics"": 34, ""Chemistry"": 40, ""Economics"": 35, ""Biology"": 47, ""Data Processing"": 57, ""Visual Art"": 53, ""Fisheries"": 37}}",68.35
70,70,Science,"{""Term_1"": {""Mathematics"": 45, ""English"": 41, ""Physics"": 48, ""Chemistry"": 56, ""Fisheries"": 50, ""Agricultural Science"": 41, ""Economics"": 52, ""Data Processing"": 58}, ""Term_2"": {""Mathematics"": 52, ""English"": 45, ""Physics"": 46, ""Chemistry"": 48, ""Fisheries"": 51, ""Agricultural Science"": 50, ""Economics"": 41, ""Data Processing"": 67}, ""Term_3"": {""Mathematics"": 55, ""English"": 40, ""Physics"": 45, ""Chemistry"": 42, ""Fisheries"": 50, ""Agricultural Science"": 49, ""Economics"": 50, ""Data Processing"": 57}, ""Term_4"": {""Mathematics"": 48, ""English"": 49, ""Physics"": 48, ""Chemistry"": 46, ""Fisheries"": 47, ""Agricultural Science"": 54, ""Economics"": 61, ""Data Processing"": 53}, ""Term_5"": {""Mathematics"": 55, ""English"": 52, ""Physics"": 58, ""Chemistry"": 43, ""Fisheries"": 63, ""Agricultural Science"": 64, ""Economics"": 43, ""Data Processing"": 56}, ""Term_6"": {""Mathematics"": 51, ""English"": 49, ""Physics"": 59, ""Chemistry"": 47, ""Fisheries"": 55, ""Agricultural Science"": 49, ""Economics"": 55, ""Data Processing"": 67}, ""Term_7"": {""Mathematics"": 56, ""English"": 57, ""Physics"": 39, ""Chemistry"": 58, ""Fisheries"": 48, ""Agricultural Science"": 52, ""Economics"": 53, ""Data Processing"": 70}, ""Term_8"": {""Mathematics"": 50, ""English"": 47, ""Physics"": 46, ""Chemistry"": 40, ""Fisheries"": 54, ""Agricultural Science"": 50, ""Economics"": 54, ""Data Processing"": 61}}",86.46
71,71,Science,"{""Term_1"": {""Mathematics"": 52, ""English"": 58, ""Physics"": 44, ""Chemistry"": 32, ""Data Processing"": 54, ""Yoruba"": 53, ""Further Mathematics"": 55, ""Computer Science"": 30, ""Fisheries"": 35}, ""Term_2"": {""Mathematics"": 39, ""English"": 50, ""Physics"": 55, ""Chemistry"": 56, ""Data Processing"": 52, ""Yoruba"": 52, ""Further Mathematics"": 49, ""Computer Science"": 48, ""Fisheries"": 43}, ""Term_3"": {""Mathematics"": 53, ""English"": 38, ""Physics"": 34, ""Chemistry"": 69, ""Data Processing"": 61, ""Yoruba"": 55, ""Further Mathematics"": 65, ""Computer Science"": 55, ""Fisheries"": 52}, ""Term_4"": {""Mathematics"": 44, ""English"": 94, ""Physics"": 31, ""Chemistry"": 31, ""Data Processing"": 55, ""Yoruba"": 64, ""Further Mathematics"": 41, ""Computer Science"": 51, ""Fisheries"": 46}, ""Term_5"": {""Mathematics"": 56, ""English"": 53, ""Physics"": 62, ""Chemistry"": 54, ""Data Processing"": 64, ""Yoruba"": 52, ""Further Mathematics"": 38, ""Computer Science"": 61, ""Fisheries"": 68}, ""Term_6"": {""Mathematics"": 67, ""English"": 41, ""Physics"": 50, ""Chemistry"": 60, ""Data Processing"": 50, ""Yoruba"": 33, ""Further Mathematics"": 59, ""Computer Science"": 65, ""Fisheries"": 48}, ""Term_7"": {""Mathematics"": 37, ""English"": 52, ""Physics"": 69, ""Chemistry"": 31, ""Data Processing"": 58, ""Yoruba"": 31, ""Further Mathematics"": 51, ""Computer Science"": 50, ""Fisheries"": 56}, ""Term_8"": {""Mathematics"": 56, ""English"": 45, ""Physics"": 50, ""Chemistry"": 50, ""Data Processing"": 53, ""Yoruba"": 53, ""Further Mathematics"": 51, ""Computer Science"": 88, ""Fisheries"": 51}}",68.78
72,72,Science,"{""Term_1"": {""Mathematics"": 56, ""English"": 56, ""Physics"": 88, ""Chemistry"": 61, ""Civic Education"": 80, ""Economics"": 40, ""Biology"": 52, ""Further Mathematics"": 94, ""Agricultural Science"": 64, ""Data Processing"": 56}, ""Term_2"": {""Mathematics"": 54, ""English"": 70, ""Physics"": 83, ""Chemistry"": 65, ""Civic Education"": 63, ""Economics"": 56, ""Biology"": 64, ""Further Mathematics"": 91, ""Agricultural Science"": 64, ""Data Processing"": 57}, ""Term_3"": {""Mathematics"": 69, ""English"": 67, ""Physics"": 50, ""Chemistry"": 81, ""Civic Education"": 58, ""Economics"": 58, ""Biology"": 54, ""Further Mathematics"": 65, ""Agricultural Science"": 99, ""Data Processing"": 66}, ""Term_4"": {""Mathematics"": 99, ""English"": 50, ""Physics"": 99, ""Chemistry"": 51, ""Civic Education"": 54, ""Economics"": 60, ""Biology"": 59, ""Further Mathematics"": 52, ""Agricultural Science"": 54, ""Data Processing"": 65}, ""Term_5"": {""Mathematics"": 47, ""English"": 53, ""Physics"": 36, ""Chemistry"": 66, ""Civic Education"": 54, ""Economics"": 52, ""Biology"": 54, ""Further Mathematics"": 62, ""Agricultural Science"": 66, ""Data Processing"": 51}, ""Term_6"": {""Mathematics"": 67, ""English"": 92, ""Physics"": 84, ""Chemistry"": 70, ""Civic Education"": 98, ""Economics"": 62, ""Biology"": 67, ""Further Mathematics"": 50, ""Agricultural Science"": 75, ""Data Processing"": 54}, ""Term_7"": {""Mathematics"": 59, ""English"": 85, ""Physics"": 52, ""Chemistry"": 51, ""Civic Education"": 62, ""Economics"": 87, ""Biology"": 69, ""Further Mathematics"": 62, ""Agricultural Science"": 50, ""Data Processing"": 50}, ""Term_8"": {""Mathematics"": 83, ""English"": 65, ""Physics"": 54, ""Chemistry"": 62, ""Civic Education"": 67, ""Economics"": 68, ""Biology"": 54, ""Further Mathematics"": 60, ""Agricultural Science"": 65, ""Data Processing"": 64}}",80.67
73,73,Science,"{""Term_1"": {""Mathematics"": 45, ""English"": 32, ""Physics"": 56, ""Chemistry"": 55, ""Yoruba"": 97, ""Computer Science"": 47, ""Visual Art"": 52, ""Further Mathematics"": 58, ""Fisheries"": 33, ""Data Processing"": 54}, ""Term_2"": {""Mathematics"": 45, ""English"": 54, ""Physics"": 52, ""Chemistry"": 35, ""Yoruba"": 68, ""Computer Science"": 46, ""Visual Art"": 56, ""Further Mathematics"": 35, ""Fisheries"": 57, ""Data Processing"": 60}, ""Term_3"": {""Mathematics"": 49, ""English"": 53, ""Physics"": 46, ""Chemistry"": 44, ""Yoruba"": 48, ""Computer Science"": 58, ""Visual Art"": 53, ""Further Mathematics"": 53, ""Fisheries"": 57, ""Data Processing"": 62}, ""Term_4"": {""Mathematics"": 56, ""English"": 50, ""Physics"": 52, ""Chemistry"": 56, ""Yoruba"": 49, ""Computer Science"": 59, ""Visual Art"": 53, ""Further Mathematics"": 45, ""Fisheries"": 58, ""Data Processing"": 59}, ""Term_5"": {""Mathematics"": 52, ""English"": 52, ""Physics"": 33, ""Chemistry"": 34, ""Yoruba"": 30, ""Computer Science"": 49, ""Visual Art"": 31, ""Further Mathematics"": 67, ""Fisheries"": 30, ""Data Processing"": 58}, ""Term_6"": {""Mathematics"": 56, ""English"": 47, ""Physics"": 58, ""Chemistry"": 31, ""Yoruba"": 32, ""Computer Science"": 37, ""Visual Art"": 57, ""Further Mathematics"": 43, ""Fisheries"": 30, ""Data Processing"": 60}, ""Term_7"": {""Mathematics"": 57, ""English"": 42, ""Physics"": 59, ""Chemistry"": 53, ""Yoruba"": 35, ""Computer Science"": 59, ""Visual Art"": 41, ""Further Mathematics"": 30, ""Fisheries"": 57, ""Data Processing"": 59}, ""Term_8"": {""Mathematics"": 53, ""English"": 52, ""Physics"": 49, ""Chemistry"": 66, ""Yoruba"": 49, ""Computer Science"": 53, ""Visual Art"": 50, ""Further Mathematics"": 32, ""Fisheries"": 40, ""Data Processing"": 58}}",75.37
74,74,Science,"{""Term_1"": {""Mathematics"": 49, ""English"": 55, ""Physics"": 52, ""Chemistry"": 50, ""Civic Education"": 50, ""Agricultural Science"": 35, ""Fisheries"": 33, ""Computer Science"": 51, ""Yoruba"": 53, ""Data Processing"": 56}, ""Term_2"": {""Mathematics"": 39, ""English"": 45, ""Physics"": 44, ""Chemistry"": 49, ""Civic Education"": 30, ""Agricultural Science"": 34, ""Fisheries"": 55, ""Computer Science"": 44, ""Yoruba"": 35, ""Data Processing"": 65}, ""Term_3"": {""Mathematics"": 59, ""English"": 56, ""Physics"": 40, ""Chemistry"": 55, ""Civic Education"": 57, ""Agricultural Science"": 39, ""Fisheries"": 38, ""Computer Science"": 48, ""Yoruba"": 40, ""Data Processing"": 63}, ""Term_4"": {""Mathematics"": 40, ""English"": 34, ""Physics"": 31, ""Chemistry"": 35, ""Civic Education"": 30, ""Agricultural Science"": 33, ""Fisheries"": 57, ""Computer Science"": 50, ""Yoruba"": 44, ""Data Processing"": 69}, ""Term_5"": {""Mathematics"": 32, ""English"": 38, ""Physics"": 58, ""Chemistry"": 50, ""Civic Education"": 35, ""Agricultural Science"": 57, ""Fisheries"": 32, ""Computer Science"": 46, ""Yoruba"": 58, ""Data Processing"": 57}, ""Term_6"": {""Mathematics"": 51, ""English"": 52, ""Physics"": 34, ""Chemistry"": 45, ""Civic Education"": 59, ""Agricultural Science"": 59, ""Fisheries"": 62, ""Computer Science"": 39, ""Yoruba"": 51, ""Data Processing"": 61}, ""Term_7"": {""Mathematics"": 53, ""English"": 38, ""Physics"": 42, ""Chemistry"": 45, ""Civic Education"": 51, ""Agricultural Science"": 42, ""Fisheries"": 41, ""Computer Science"": 43, ""Yoruba"": 47, ""Data Processing"": 66}, ""Term_8"": {""Mathematics"": 55, ""English"": 46, ""Physics"": 56, ""Chemistry"": 46, ""Civic Education"": 48, ""Agricultural Science"": 59, ""Fisheries"": 59, ""Computer Science"": 59, ""Yoruba"": 51, ""Data Processing"": 53}}",92.03
75,75,Science,"{""Term_1"": {""Mathematics"": 50, ""English"": 56, ""Physics"": 61, ""Chemistry"": 52, ""Further Mathematics"": 67, ""Yoruba"": 61, ""Biology"": 66, ""Visual Art"": 87, ""Computer Science"": 52, ""Data Processing"": 59}, ""Term_2"": {""Mathematics"": 68, ""English"": 59, ""Physics"": 64, ""Chemistry"": 60, ""Further Mathematics"": 96, ""Yoruba"": 67, ""Biology"": 55, ""Visual Art"": 70, ""Computer Science"": 63, ""Data Processing"": 59}, ""Term_3"": {""Mathematics"": 65, ""English"": 64, ""Physics"": 92, ""Chemistry"": 59, ""Further Mathematics"": 69, ""Yoruba"": 66, ""Biology"": 56, ""Visual Art"": 64, ""Computer Science"": 58, ""Data Processing"": 50}, ""Term_4"": {""Mathematics"": 62, ""English"": 53, ""Physics"": 59, ""Chemistry"": 82, ""Further Mathematics"": 54, ""Yoruba"": 62, ""Biology"": 50, ""Visual Art"": 60, ""Computer Science"": 53, ""Data Processing"": 64}, ""Term_5"": {""Mathematics"": 68, ""English"": 64, ""Physics"": 88, ""Chemistry"": 59, ""Further Mathematics"": 62, ""Yoruba"": 62, ""Biology"": 69, ""Visual Art"": 52, ""Computer Science"": 60, ""Data Processing"": 51}, ""Term_6"": {""Mathematics"": 70, ""English"": 98, ""Physics"": 57, ""Chemistry"": 51, ""Further Mathematics"": 52, ""Yoruba"": 51, ""Biology"": 62, ""Visual Art"": 50, ""Computer Science"": 69, ""Data Processing"": 65}, ""Term_7"": {""Mathematics"": 70, ""English"": 54, ""Physics"": 52, ""Chemistry"": 50, ""Further Mathematics"": 98, ""Yoruba"": 59, ""Biology"": 54, ""Visual Art"": 52, ""Computer Science"": 67, ""Data Processing"": 62}, ""Term_8"": {""Mathematics"": 98, ""English"": 57, ""Physics"": 67, ""Chemistry"": 87, ""Further Mathematics"": 89, ""Yoruba"": 65, ""Biology"": 53, ""Visual Art"": 55, ""Computer Science"": 58, ""Data Processing"": 61}}",96.45
76,76,Science,"{""Term_1"": {""Mathematics"": 69, ""English"": 62, ""Physics"": 57, ""Chemistry"": 54, ""Visual Art"": 66, ""Agricultural Science"": 59, ""Computer Science"": 64, ""Data Processing"": 54}, ""Term_2"": {""Mathematics"": 55, ""English"": 62, ""Physics"": 53, ""Chemistry"": 58, ""Visual Art"": 56, ""Agricultural Science"": 57, ""Computer Science"": 68, ""Data Processing"": 59}, ""Term_3"": {""Mathematics"": 61, ""English"": 63, ""Physics"": 62, ""Chemistry"": 53, ""Visual Art"": 52, ""Agricultural Science"": 65, ""Computer Science"": 99, ""Data Processing"": 67}, ""Term_4"": {""Mathematics"": 69, ""English"": 70, ""Physics"": 99, ""Chemistry"": 63, ""Visual Art"": 90, ""Agricultural Science"": 67, ""Computer Science"": 63, ""Data Processing"": 53}, ""Term_5"": {""Mathematics"": 63, ""English"": 65, ""Physics"": 62, ""Chemistry"": 50, ""Visual Art"": 63, ""Agricultural Science"": 50, ""Computer Science"": 56, ""Data Processing"": 57}, ""Term_6"": {""Mathematics"": 98, ""English"": 84, ""Physics"": 70, ""Chemistry"": 56, ""Visual Art"": 70, ""Agricultural Science"": 641, ""Computer Science"": 64, ""Data Processing"": 68}, ""Term_7"": {""Mathematics"": 77, ""English"": 66, ""Physics"": 31, ""Chemistry"": 51, ""Visual Art"": 65, ""Agricultural Science"": 76, ""Computer Science"": 63, ""Data Processing"": 68}, ""Term_8"": {""Mathematics"": 57, ""English"": 66, ""Physics"": 56, ""Chemistry"": 64, ""Visual Art"": 60, ""Agricultural Science"": 70, ""Computer Science"": 83, ""Data Processing"": 59}}",95.29
77,77,Science,"{""Term_1"": {""Mathematics"": 70, ""English"": 64, ""Physics"": 55, ""Chemistry"": 59, ""Yoruba"": 55, ""Visual Art"": 52, ""Agricultural Science"": 68, ""Civic Education"": 58, ""Further Mathematics"": 67, ""Data Processing"": 53}, ""Term_2"": {""Mathematics"": 67, ""English"": 58, ""Physics"": 62, ""Chemistry"": 61, ""Yoruba"": 95, ""Visual Art"": 61, ""Agricultural Science"": 51, ""Civic Education"": 64, ""Further Mathematics"": 65, ""Data Processing"": 51}, ""Term_3"": {""Mathematics"": 61, ""English"": 97, ""Physics"": 55, ""Chemistry"": 69, ""Yoruba"": 64, ""Visual Art"": 64, ""Agricultural Science"": 65, ""Civic Education"": 52, ""Further Mathematics"": 55, ""Data Processing"": 51}, ""Term_4"": {""Mathematics"": 70, ""English"": 59, ""Physics"": 57, ""Chemistry"": 94, ""Yoruba"": 64, ""Visual Art"": 50, ""Agricultural Science"": 88, ""Civic Education"": 65, ""Further Mathematics"": 86, ""Data Processing"": 60}, ""Term_5"": {""Mathematics"": 66, ""English"": 98, ""Physics"": 62, ""Chemistry"": 69, ""Yoruba"": 54, ""Visual Art"": 58, ""Agricultural Science"": 63, ""Civic Education"": 61, ""Further Mathematics"": 52, ""Data Processing"": 62}, ""Term_6"": {""Mathematics"": 72, ""English"": 70, ""Physics"": 63, ""Chemistry"": 51, ""Yoruba"": 59, ""Visual Art"": 60, ""Agricultural Science"": 59, ""Civic Education"": 84, ""Further Mathematics"": 63, ""Data Processing"": 59}, ""Term_7"": {""Mathematics"": 54, ""English"": 47, ""Physics"": 51, ""Chemistry"": 62, ""Yoruba"": 100, ""Visual Art"": 51, ""Agricultural Science"": 56, ""Civic Education"": 69, ""Further Mathematics"": 54, ""Data Processing"": 55}, ""Term_8"": {""Mathematics"": 93, ""English"": 83, ""Physics"": 50, ""Chemistry"": 52, ""Yoruba"": 59, ""Visual Art"": 70, ""Agricultural Science"": 50, ""Civic Education"": 63, ""Further Mathematics"": 61, ""Data Processing"": 62}}",69.81
78,78,Science,"{""Term_1"": {""Mathematics"": 50, ""English"": 85, ""Physics"": 63, ""Chemistry"": 56, ""Agricultural Science"": 64, ""Computer Science"": 85, ""Yoruba"": 51, ""Civic Education"": 95, ""Further Mathematics"": 63, ""Data Processing"": 55}, ""Term_2"": {""Mathematics"": 50, ""English"": 60, ""Physics"": 67, ""Chemistry"": 66, ""Agricultural Science"": 95, ""Computer Science"": 70, ""Yoruba"": 63, ""Civic Education"": 51, ""Further Mathematics"": 55, ""Data Processing"": 62}, ""Term_3"": {""Mathematics"": 69, ""English"": 54, ""Physics"": 56, ""Chemistry"": 62, ""Agricultural Science"": 63, ""Computer Science"": 68, ""Yoruba"": 64, ""Civic Education"": 51, ""Further Mathematics"": 82, ""Data Processing"": 52}, ""Term_4"": {""Mathematics"": 62, ""English"": 52, ""Physics"": 66, ""Chemistry"": 55, ""Agricultural Science"": 58, ""Computer Science"": 69, ""Yoruba"": 54, ""Civic Education"": 99, ""Further Mathematics"": 56, ""Data Processing"": 64}, ""Term_5"": {""Mathematics"": 68, ""English"": 70, ""Physics"": 65, ""Chemistry"": 50, ""Agricultural Science"": 67, ""Computer Science"": 51, ""Yoruba"": 78, ""Civic Education"": 57, ""Further Mathematics"": 81, ""Data Processing"": 66}, ""Term_6"": {""Mathematics"": 87, ""English"": 100, ""Physics"": 67, ""Chemistry"": 57, ""Agricultural Science"": 60, ""Computer Science"": 58, ""Yoruba"": 56, ""Civic Education"": 53, ""Further Mathematics"": 70, ""Data Processing"": 58}, ""Term_7"": {""Mathematics"": 50, ""English"": 56, ""Physics"": 64, ""Chemistry"": 54, ""Agricultural Science"": 68, ""Computer Science"": 69, ""Yoruba"": 51, ""Civic Education"": 86, ""Further Mathematics"": 61, ""Data Processing"": 59}, ""Term_8"": {""Mathematics"": 54, ""English"": 92, ""Physics"": 50, ""Chemistry"": 100, ""Agricultural Science"": 99, ""Computer Science"": 54, ""Yoruba"": 67, ""Civic Education"": 63, ""Further Mathematics"": 90, ""Data Processing"": 56}}",65.27
